Id,cooling,model,torque,bore_stroke,transmission,dry_weight,frame,fuel_control,lubrication,engine,rear_suspension,total_length,starter,displacement,rear_brakes,compression,ignition,total_width,valves_per_cylinder,front_suspension,fuel_capacity,total_height,rear_tire,make,gearbox,emission,fuel_consumption,type,top_speed,total_weight,ground_clearance,wheelbase,clutch,fuel_system,year,rear_wheel_travel,front_brakes,front_tire,seat_height,power,front_wheel_travel
168,Air,Street Glide,150.5 Nm (15.3 kgf-m or 111.0 ft.lbs) @ 3250 RPM,99.8 x 111.1 mm (3.9 x 4.4 inches),Belt   (final drive),361.0 kg (795.9 pounds),,Double Overhead Cams/Twin Cam (DOHC),Dry sump,"V2, four-stroke","Twin shocks,  premium low hand-adjustable",2450 mm (96.5 inches),Electric,1746.0 ccm (106.54 cubic inches),Single disc. ABS. 4-piston,10.0:1,,,,"Telescopic fork, 49mm dual bending valve",22.71 litres (6.00 US gallons),,180/55-B18 ,Harley-Davidson,6-speed,126.9 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.47 litres/100 km (18.3 km/l or 43.00 mpg),Touring,,376.0 kg (828.9 pounds),135 mm (5.3 inches),1625 mm (64.0 inches),Multi-plate with diaphragm spring in oil bath,Injection. Electronic Sequential Port Fuel Injection,2022,,Double disc. ABS. 4-piston,130/60-B19 ,"663 mm (26.1 inches) If adjustable, lowest setting.",89.0 HP (65.0  kW)) @ 5450 RPM,
169,Oil & air,Street Glide Special,160.0 Nm (16.3 kgf-m or 118.0 ft.lbs) @ 3250 RPM,102.0 x 114.3 mm (4.0 x 4.5 inches),Belt   (final drive),359.3 kg (792.0 pounds),,Double Overhead Cams/Twin Cam (DOHC),Dry sump,"V2, four-stroke","Twin shocks, premium low had-adjustable",2425 mm (95.5 inches),Electric,1868.0 ccm (113.99 cubic inches),Single disc. ABS. 4-piston,10.5:1,,,,"Telescopic fork, 49 mm dual bending valve",22.70 litres (6.00 US gallons),,180/55-B18 ,Harley-Davidson,6-speed,126.9 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.47 litres/100 km (18.3 km/l or 43.00 mpg),Touring,,375.1 kg (827.0 pounds),125 mm (4.9 inches),1625 mm (64.0 inches),Multi-plate with diaphragm spring in oil bath,Injection. Electronic Sequential Port Fuel Injection,2022,,Double disc. ABS. 4-piston,130/60-B19 ,"663 mm (26.1 inches) If adjustable, lowest setting.",100.0 HP (73.0  kW)) @ 5020 RPM,
170,Air,Tri Glide Ultra,164.1 Nm (16.7 kgf-m or 121.0 ft.lbs) @ 3250 RPM,102.0 x 114.3 mm (4.0 x 4.5 inches),Belt   (final drive),"545.7 kg (1,203.0 pounds)",,Double Overhead Cams/Twin Cam (DOHC),,"V2, four-stroke",Hand-adjustable emulsion rear suspension,2670 mm (105.1 inches),Electric,1868.0 ccm (113.99 cubic inches),Single disc. ABS. Integrated park brake.,10.5:1,,,,"Telescopic fork, 49mm dual bending valve",22.71 litres (6.00 US gallons),,205/65-R15 ,Harley-Davidson,6-speed,129.9 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.60 litres/100 km (17.9 km/l or 42.00 mpg),Touring,,"563.8 kg (1,243.0 pounds)",125 mm (4.9 inches),1670 mm (65.7 inches),Multi-plate with diaphragm spring in oil bath,Injection. Electronic Sequential Port Fuel Injection  ,2022,,Double disc. ABS. 4 piston. ,MT90-B16 ,"688 mm (27.1 inches) If adjustable, lowest setting.",100.0 HP (73.0  kW)) @ 5000 RPM,
171,Oil & air,Ultra Limited,165.4 Nm (16.9 kgf-m or 122.0 ft.lbs) @ 3000 RPM,102.0 x 114.0 mm (4.0 x 4.5 inches),Belt   (final drive),399.2 kg (880.0 pounds),,Double Overhead Cams/Twin Cam (DOHC),Dry sump,"V2, four-stroke","Twin shocks, premium low hand-adjustable",2598 mm (102.3 inches),Electric,1868.0 ccm (113.99 cubic inches),Single disc. ABS. 4-piston,10.5:1,,,,"Telescopic fork, 49mm dual bending valve",22.71 litres (6.00 US gallons),,180/55-B18 ,Harley-Davidson,6-speed,126.9 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.47 litres/100 km (18.3 km/l or 43.00 mpg),Touring,,415.9 kg (917.0 pounds),135 mm (5.3 inches),1625 mm (64.0 inches),Multi-plate with diaphragm spring in oil bath,Injection. Electronic Sequential Port Fuel Injection (ESPFI),2022,,Double disc. ABS. 4-piston,130/70-B18 ,"699 mm (27.5 inches) If adjustable, lowest setting.",100.0 HP (73.0  kW)) @ 5000 RPM,
172,Air,Breakout,155.0 Nm (15.8 kgf-m or 114.3 ft.lbs) @ 3250 RPM,102.0 x 114.0 mm (4.0 x 4.5 inches),Belt   (final drive),294.0 kg (648.2 pounds),,Double Overhead Cams/Twin Cam (DOHC),,"V2, four-stroke",Twin shocks,2370 mm (93.3 inches),Electric,1868.0 ccm (113.99 cubic inches),Single disc. ABS. 2-piston floating,10.5:1,,,,Telescopic fork,13.20 litres (3.49 US gallons),,240/40-R18 ,Harley-Davidson,6-speed,126.9 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.47 litres/100 km (18.3 km/l or 43.00 mpg),Custom / cruiser,,305.0 kg (672.4 pounds),115 mm (4.5 inches),1695 mm (66.7 inches),Multi-plate with diaphragm spring in oil bath,Injection. Electronic Sequential Port Fuel Injection,2021,,Single disc. ABS. 4-piston,130/60-B21 ,"665 mm (26.2 inches) If adjustable, lowest setting.",93.0 HP (67.9  kW)) @ 5020 RPM,
173,Oil & air,CVO Limited,169.5 Nm (17.3 kgf-m or 125.0 ft.lbs) @ 3500 RPM,103.5 x 114.3 mm (4.1 x 4.5 inches),Belt   (final drive),411.0 kg (906.0 pounds),,,Dry sump,"V2, four-stroke",Twin shocks,2600 mm (102.4 inches),Electric,1923.0 ccm (117.34 cubic inches),"Single disc. ABS, 4-piston",10.2:1,,,,Telescopic fork,22.71 litres (6.00 US gallons),,180/55-B18 ,Harley-Davidson,6-speed,133.2 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.74 litres/100 km (17.4 km/l or 40.98 mpg),Touring,,428.2 kg (944.0 pounds),125 mm (4.9 inches),1625 mm (64.0 inches),Multi-plate with diaphragm spring in oil bath,Injection. Electronic Sequential Port Fuel Injection,2021,,"Double disc. ABS, 4-piston",130/60-B19 ,"704 mm (27.7 inches) If adjustable, lowest setting.",105.0 HP (76.6  kW)) @ 5250 RPM,
174,Oil & air,CVO Road Glide,171.0 Nm (17.4 kgf-m or 126.1 ft.lbs) @ 3750 RPM,103.5 x 114.0 mm (4.1 x 4.5 inches),Belt   (final drive),390.1 kg (860.0 pounds),,Double Overhead Cams/Twin Cam (DOHC),Dry sump,"V2, four-stroke",Twin shocks,2460 mm (96.9 inches),Electric,1923.0 ccm (117.34 cubic inches),Single disc. ABS. 4-piston,10.2:1,,,,Telescopic fork,22.71 litres (6.00 US gallons),,180/55-B18 ,Harley-Davidson,6-speed,133.2 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.74 litres/100 km (17.4 km/l or 40.98 mpg),Touring,,405.1 kg (893.0 pounds),125 mm (4.9 inches),1625 mm (64.0 inches),Multi-plate with diaphragm spring in oil bath,Injection. Electronic Sequential Port Fuel Injection,2021,,Double disc. ABS. 4-piston,130/60-B21 ,"658 mm (25.9 inches) If adjustable, lowest setting.",105.0 HP (76.6  kW)) @ 5250 RPM,
175,Oil & air,CVO Street Glide,170.9 Nm (17.4 kgf-m or 126.0 ft.lbs) @ 3750 RPM,103.5 x 114.3 mm (4.1 x 4.5 inches),Belt   (final drive),376.9 kg (831.0 pounds),,Double Overhead Cams/Twin Cam (DOHC),Dry sump,"V2, four-stroke",Twin shocks,2435 mm (95.9 inches),Electric,1923.0 ccm (117.34 cubic inches),Single disc. ABS. 4-piston,10.2:1,,,,Telescopic fork,22.71 litres (6.00 US gallons),,180/55-B18 ,Harley-Davidson,6-speed,133.2 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.74 litres/100 km (17.4 km/l or 40.98 mpg),Touring,,392.8 kg (866.0 pounds),130 mm (5.1 inches),1625 mm (64.0 inches),Multi-plate with diaphragm spring in oil bath,Injection. Electronic Sequential Port Fuel Injection,2021,,Double disc. ABS. 4-piston,130/60-B19 ,"663 mm (26.1 inches) If adjustable, lowest setting.",105.0 HP (76.6  kW)) @ 5250 RPM,
176,Air,CVO Tri Glide,169.5 Nm (17.3 kgf-m or 125.0 ft.lbs) @ 3750 RPM,102.0 x 114.3 mm (4.0 x 4.5 inches),Belt   (final drive),"562.0 kg (1,239.0 pounds)",,Double Overhead Cams/Twin Cam (DOHC),,"V2, four-stroke",,2670 mm (105.1 inches),Electric,1917.4 ccm (117.00 cubic inches),Single disc. ABS. Integrated park brake.,10.5:1,,,,Telescopic fork,22.71 litres (6.00 US gallons),,215/45-R18 ,Harley-Davidson,6-speed,136.4 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.88 litres/100 km (17.0 km/l or 40.00 mpg),Touring,,"575.6 kg (1,269.0 pounds)",130 mm (5.1 inches),1670 mm (65.7 inches),Multi-plate with diaphragm spring in oil bath,Injection. Electronic Sequential Port Fuel Injection ,2021,,Double disc. ABS. 4-piston,130/60-B19 ,"658 mm (25.9 inches) If adjustable, lowest setting.",105.0 HP (76.6  kW)) @ 5000 RPM,
177,Oil & air,Electra Glide Standard,150.0 Nm (15.3 kgf-m or 110.6 ft.lbs) @ 3250 RPM,100.0 x 111.0 mm (3.9 x 4.4 inches),Belt   (final drive),354.3 kg (781.0 pounds),,Double Overhead Cams/Twin Cam (DOHC),,"V2, four-stroke",Twin shocks,2400 mm (94.5 inches),Electric,1746.0 ccm (106.54 cubic inches),Single disc. ABS. 4-piston,10.0:1,,,,Telescopic fork,22.71 litres (6.00 US gallons),,180/65-B16 ,Harley-Davidson,6-speed,126.9 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.47 litres/100 km (18.3 km/l or 43.00 mpg),Touring,,372.0 kg (820.0 pounds),124 mm (4.9 inches),1625 mm (64.0 inches),Multi-plate with diaphragm spring in oil bath,Injection. Electronic Sequential Port Fuel Injection,2021,,Double disc. ABS. 4-piston,130/80-B17 ,"663 mm (26.1 inches) If adjustable, lowest setting.",90.0 HP (65.7  kW)) @ 5450 RPM,
178,Air,Fat Bob 114,160.0 Nm (16.3 kgf-m or 118.0 ft.lbs) @ 3500 RPM,102.0 x 114.0 mm (4.0 x 4.5 inches),Belt   (final drive),296.0 kg (652.6 pounds),,Double Overhead Cams/Twin Cam (DOHC),,"V2, four-stroke",Monoshock,2340 mm (92.1 inches),Electric,1868.0 ccm (113.99 cubic inches),Single disc. ABS. 2-piston.,10.5:1,,,,Telescopic fork,13.60 litres (3.59 US gallons),,180/70-B16 ,Harley-Davidson,6-speed,116.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.00 litres/100 km (20.0 km/l or 47.04 mpg),Custom / cruiser,,306.6 kg (676.0 pounds),120 mm (4.7 inches),1615 mm (63.6 inches),Multi-plate with diaphragm spring in oil bath,Injection. Electronic Sequential Port Fuel Injection,2021,,Double disc. ABS. 4-piston. ,150/80-16 ,"704 mm (27.7 inches) If adjustable, lowest setting.",94.0 HP (68.6  kW)) @ 5020 RPM,
179,Air,Fat Boy 114,161.4 Nm (16.5 kgf-m or 119.0 ft.lbs) @ 3000 RPM,102.0 x 114.0 mm (4.0 x 4.5 inches),Belt   (final drive),304.4 kg (671.0 pounds),,Double Overhead Cams/Twin Cam (DOHC),,"V2, four-stroke",Twin shocks,2385 mm (93.9 inches),Electric,1868.0 ccm (113.99 cubic inches),Single disc. ABS. 2-piston.,10.5:1,,,,Telescopic fork,18.93 litres (5.00 US gallons),,240/40-R18 ,Harley-Davidson,6-speed,116.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.00 litres/100 km (20.0 km/l or 47.04 mpg),Custom / cruiser,,317.1 kg (699.0 pounds),114 mm (4.5 inches),1666 mm (65.6 inches),Multi-plate with diaphragm spring in oil bath,Injection. Electronic Sequential Port Fuel Injection,2021,,Double disc. ABS. 4-piston. ,160/60-R18 ,"658 mm (25.9 inches) If adjustable, lowest setting.",100.0 HP (73.0  kW)) @ 5020 RPM,
180,Air,Forty-Eight,99.0 Nm (10.1 kgf-m or 73.0 ft.lbs) @ 3500 RPM,88.9 x 96.8 mm (3.5 x 3.8 inches),Belt   (final drive),247.0 kg (544.5 pounds),,Double Overhead Cams/Twin Cam (DOHC),Dry sump,"V2, four-stroke",Twin shocks,2164 mm (85.2 inches),Electric,1202.0 ccm (73.35 cubic inches),Single disc. Single-piston. Optional ABS.,10.0:1,,,,Telescopic fork,7.90 litres (2.09 US gallons),,150/80-B16 ,Harley-Davidson,6-speed,113.7 CO2 g/km. (CO2 - Carbon dioxide emission) ,4.90 litres/100 km (20.4 km/l or 48.00 mpg),Custom / cruiser,,252.0 kg (555.6 pounds),110 mm (4.3 inches),1495 mm (58.9 inches),Multi-plate with diaphragm spring in oil bath,Injection. Electronic Sequential Port Fuel Injection,2021,,Single disc. Dual-piston. Optional ABS.,130/90-B16 ,"665 mm (26.2 inches) If adjustable, lowest setting.",65.0 HP (47.4  kW)) @ 6000 RPM,
181,Air,Heritage Classic,147.8 Nm (15.1 kgf-m or 109.0 ft.lbs) @ 3000 RPM,100.0 x 111.1 mm (3.9 x 4.4 inches),Belt   (final drive),316.2 kg (697.0 pounds),,Double Overhead Cams/Twin Cam (DOHC),,"V2, four-stroke",Twin shocks,2415 mm (95.1 inches),Electric,1746.0 ccm (106.54 cubic inches),Single disc. ABS. 2-piston floating.,10.0:1,,,,Telescopic fork,18.90 litres (4.99 US gallons),,150/80-B16 ,Harley-Davidson,6-speed,116.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.00 litres/100 km (20.0 km/l or 47.04 mpg),Custom / cruiser,,330.2 kg (728.0 pounds),120 mm (4.7 inches),1630 mm (64.2 inches),Multi-plate with diaphragm spring in oil bath,Injection. Electronic Sequential Port Fuel Injection,2021,,Single disc. ABS. 4-piston,130/90-B16 ,"668 mm (26.3 inches) If adjustable, lowest setting.",86.0 HP (62.8  kW)) @ 5020 RPM,
182,Air,Heritage Classic 114,161.4 Nm (16.5 kgf-m or 119.0 ft.lbs) @ 3000 RPM,102.0 x 114.3 mm (4.0 x 4.5 inches),Belt   (final drive),316.2 kg (697.0 pounds),,Double Overhead Cams/Twin Cam (DOHC),,"V2, four-stroke",Twin shocks,2415 mm (95.1 inches),Electric,1868.2 ccm (114.00 cubic inches),Single disc. ABS. 2-piston floating.,10.0:1,,,,Telescopic fork,18.90 litres (4.99 US gallons),,150/80-B16 ,Harley-Davidson,6-speed,116.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.00 litres/100 km (20.0 km/l or 47.04 mpg),Custom / cruiser,,330.2 kg (728.0 pounds),120 mm (4.7 inches),1630 mm (64.2 inches),Multi-plate with diaphragm spring in oil bath,Injection. Electronic Sequential Port Fuel Injection,2021,,Single disc. ABS. 4-piston fixed,130/90-B16 ,"668 mm (26.3 inches) If adjustable, lowest setting.",94.0 HP (68.6  kW)) @ 5000 RPM,
183,Air,Iron 1200,99.0 Nm (10.1 kgf-m or 73.0 ft.lbs) @ 3500 RPM,88.9 x 96.8 mm (3.5 x 3.8 inches),Belt   (final drive),248.1 kg (547.0 pounds),,Double Overhead Cams/Twin Cam (DOHC),Dry sump,"V2, four-stroke",Twin shocks,2200 mm (86.6 inches),Electric,1202.0 ccm (73.35 cubic inches),Single disc. Dual-piston. Optional ABS.,10.0:1,,,,Inverted fork,12.50 litres (3.30 US gallons),,150/80-B16 ,Harley-Davidson,6-speed,113.7 CO2 g/km. (CO2 - Carbon dioxide emission) ,4.90 litres/100 km (20.4 km/l or 48.00 mpg),Custom / cruiser,,255.8 kg (564.0 pounds),109 mm (4.3 inches),1514 mm (59.6 inches),Multi-plate with diaphragm spring in oil bath,Injection. Electronic Sequential Port Fuel Injection,2021,,Single disc. Dual-piston. Optional ABS.,100/90-B19 ,"653 mm (25.7 inches) If adjustable, lowest setting.",,
184,Air,Iron 883,73.0 Nm (7.4 kgf-m or 53.8 ft.lbs) @ 3750 RPM,76.2 x 96.8 mm (3.0 x 3.8 inches),Belt   (final drive),247.0 kg (544.5 pounds),,,Dry sump,"V2, four-stroke",Twin shocks.,2185 mm (86.0 inches),Electric,883.0 ccm (53.88 cubic inches),"Single disc. Optional ABS, dual piston",9.0:1,,,,Telescopic fork,12.50 litres (3.30 US gallons),,150/80-B16 ,Harley-Davidson,6-speed,107.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,4.61 litres/100 km (21.7 km/l or 51.02 mpg),Custom / cruiser,,256.0 kg (564.4 pounds),140 mm (5.5 inches),1515 mm (59.6 inches),Multi-plate with diaphragm spring in oil bath,Injection. Electronic Sequential Port Fuel Injection (ESPFI),2021,,"Single disc. Optional ABS, dual piston",100/90-B19 ,"653 mm (25.7 inches) If adjustable, lowest setting.",51.0 HP (37.2  kW)) @ 6000 RPM,
185,Air,LiveWire,116.6 Nm (11.9 kgf-m or 86.0 ft.lbs),,,,,,,Electric,SHOWA® BFRC™ (Balanced Free Rear Cushion-lite) mono-shock,2136 mm (84.1 inches),Electric,,Single disc. ABS. 2-piston. Brembo.,,,,,SHOWA® SFF-BP (Separate Function front Fork-Big Piston),,,180/55-ZR17 ,Harley-Davidson,,,,Sport,154.5 km/h (96.0 mph),249.0 kg (549.0 pounds),130 mm (5.1 inches),1491 mm (58.7 inches),,,2021,,Double disc. ABS. 4-piston monoblock radial mount.,120/70-ZR17 ,"762 mm (30.0 inches) If adjustable, lowest setting.",105.0 HP (76.6  kW)),
186,Air,Low Rider S,161.4 Nm (16.5 kgf-m or 119.0 ft.lbs) @ 3000 RPM,102.0 x 114.3 mm (4.0 x 4.5 inches),Belt   (final drive),294.8 kg (650.0 pounds),,Double Overhead Cams/Twin Cam (DOHC),,"V2, four-stroke",Twin shocks,2355 mm (92.7 inches),Electric,1868.2 ccm (114.00 cubic inches),Single disc. Optional ABS. 2-piston,10.5:1,,,,Telescopic fork,18.90 litres (4.99 US gallons),,180/70-B16 ,Harley-Davidson,6-speed,116.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.00 litres/100 km (20.0 km/l or 47.04 mpg),Custom / cruiser,,308.0 kg (679.0 pounds),119 mm (4.7 inches),1615 mm (63.6 inches),Multi-plate with diaphragm spring in oil bath,Injection. Electronic Sequential Port Fuel Injection  ,2021,,Single disc. Optional ABS. 4-piston,110/90-B19 ,"673 mm (26.5 inches) If adjustable, lowest setting.",,
187,Liquid,Pan America 1250,127.5 Nm (13.0 kgf-m or 94.0 ft.lbs) @ 6750 RPM,104.9 x 72.4 mm (4.1 x 2.9 inches),Chain   (final drive),239.0 kg (527.0 pounds),,Double Overhead Cams/Twin Cam (DOHC),Dry sump,"V2, four-stroke",Linkage-mounted monoshock with automatic electronic preload control and semi-active compression  and  rebound damping,2266 mm (89.2 inches),Electric,1250.4 ccm (76.30 cubic inches),"Single disc. Floating, single piston caliper. Optional ABS.",13.0:1,,,,47mm inverted fork with electronically adjustable semi-active damping control. Aluminum fork triple clamps.,21.20 litres (5.60 US gallons),,170/60-R17 ,Harley-Davidson,6-speed,118.6 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.11 litres/100 km (19.6 km/l or 46.03 mpg),Enduro / offroad,,253.6 kg (559.0 pounds),211 mm (8.3 inches),1580 mm (62.2 inches),,Injection. Electronic Sequential Port Fuel Injection,2021,,"Double disc. Radially mounted, monoblock, 4-piston caliper. Optional ABS.",120/70-R19 ,"790 mm (31.1 inches) If adjustable, lowest setting.",150.0 HP (109.5  kW)) @ 9000 RPM,190 mm (7.5 inches)
188,Air,Road Glide,150.5 Nm (15.3 kgf-m or 111.0 ft.lbs) @ 3250 RPM,100.0 x 111.1 mm (3.9 x 4.4 inches),Belt   (final drive),372.0 kg (820.1 pounds),,,Dry sump,"V2, four-stroke",Twin shocks,2431 mm (95.7 inches),Electric,1746.0 ccm (106.54 cubic inches),Single disc. ABS. 4-piston,10.0:1,,,,Telescopic fork,22.71 litres (6.00 US gallons),,180/55-B18 ,Harley-Davidson,6-speed,121.3 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.23 litres/100 km (19.1 km/l or 44.98 mpg),Touring,,388.0 kg (855.4 pounds),140 mm (5.5 inches),1625 mm (64.0 inches),Multi-plate with diaphragm spring in oil bath,Injection. ESPFI,2021,,Double disc. ABS. 4-piston,130/70-B19 ,"658 mm (25.9 inches) If adjustable, lowest setting.",89.0 HP (65.0  kW)) @ 5450 RPM,
189,Oil & air,Road Glide Limited,165.4 Nm (16.9 kgf-m or 122.0 ft.lbs) @ 3000 RPM,102.0 x 114.3 mm (4.0 x 4.5 inches),Belt   (final drive),406.9 kg (897.0 pounds),,Double Overhead Cams/Twin Cam (DOHC),Dry sump,"V2, four-stroke",Twin shocks,2596 mm (102.2 inches),Electric,1868.0 ccm (113.99 cubic inches),Single disc. ABS. 4-piston,10.5:1,,,,Telescopic fork,22.71 litres (6.00 US gallons),,180/55-B18 ,Harley-Davidson,6-speed,126.9 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.47 litres/100 km (18.3 km/l or 43.00 mpg),Touring,,422.8 kg (932.0 pounds),130 mm (5.1 inches),1625 mm (64.0 inches),Multi-plate with diaphragm spring in oil bath,Injection. ESPFI,2021,,Double disc. ABS. 4-piston,130/70-B18 ,"691 mm (27.2 inches) If adjustable, lowest setting.",89.0 HP (65.0  kW)) @ 5450 RPM,
190,Oil & air,Road Glide Special,160.0 Nm (16.3 kgf-m or 118.0 ft.lbs) @ 3250 RPM,102.0 x 114.3 mm (4.0 x 4.5 inches),Belt   (final drive),371.0 kg (818.0 pounds),,Double Overhead Cams/Twin Cam (DOHC),Dry sump,"V2, four-stroke",Twin shocks,2430 mm (95.7 inches),Electric,1868.0 ccm (113.99 cubic inches),Single disc. ABS. 4-piston,10.5:1,,,,Telescopic fork,22.71 litres (6.00 US gallons),,180/55-B18 ,Harley-Davidson,6-speed,121.3 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.23 litres/100 km (19.1 km/l or 44.98 mpg),Touring,,386.9 kg (853.0 pounds),140 mm (5.5 inches),1625 mm (64.0 inches),Multi-plate with diaphragm spring in oil bath,Injection. Electronic Sequential Port Fuel Injection ,2021,,Double disc. ABS. 4-piston,130/60-B19 ,"695 mm (27.4 inches) If adjustable, lowest setting.",100.0 HP (73.0  kW)) @ 5020 RPM,
191,Air,Road King,150.5 Nm (15.3 kgf-m or 111.0 ft.lbs) @ 3250 RPM,100.0 x 111.1 mm (3.9 x 4.4 inches),Belt   (final drive),360.2 kg (794.0 pounds),,Double Overhead Cams/Twin Cam (DOHC),Dry sump,"V2, four-stroke",Twin shocks,2450 mm (96.5 inches),Electric,1746.0 ccm (106.54 cubic inches),Single disc. ABS. 4-piston,10.0:1,,,,Telescopic fork,22.71 litres (6.00 US gallons),,180/55-B18 ,Harley-Davidson,6-speed,121.3 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.23 litres/100 km (19.1 km/l or 44.98 mpg),Touring,,375.6 kg (828.0 pounds),135 mm (5.3 inches),1625 mm (64.0 inches),Multi-plate with diaphragm spring in oil bath,Injection. Electronic Sequential Port Fuel Injection ,2021,,Double disc. ABS. 4-piston,130/70-B18 ,"668 mm (26.3 inches) If adjustable, lowest setting.",89.0 HP (65.0  kW)) @ 5450 RPM,
192,Air,Road King Special,160.0 Nm (16.3 kgf-m or 118.0 ft.lbs) @ 3250 RPM,102.0 x 114.3 mm (4.0 x 4.5 inches),Belt   (final drive),351.1 kg (774.0 pounds),,Double Overhead Cams/Twin Cam (DOHC),Dry sump,"V2, four-stroke",Twin shocks,2420 mm (95.3 inches),Electric,1868.0 ccm (113.99 cubic inches),Single disc. ABS. 4-piston,10.5:1,,,,Telescopic fork,22.71 litres (6.00 US gallons),,180/55-B18 ,Harley-Davidson,6-speed,121.3 CO2 g/km. (CO2 - Carbon dioxide emission) ,5.23 litres/100 km (19.1 km/l or 44.98 mpg),Touring,,366.1 kg (807.0 pounds),124 mm (4.9 inches),1625 mm (64.0 inches),Multi-plate with diaphragm spring in oil bath,Injection. Electronic Sequential Port Fuel Injection ,2021,,Double disc. ABS. 4-piston,130/60-B19 ,"671 mm (26.4 inches) If adjustable, lowest setting.",100.0 HP (73.0  kW)) @ 5000 RPM,
